Company,ROC ,Incorporation_year,Industry_group_code,Industry_type,NIC_name,Main_product,NIC_code,decile,ISIN 
Kwality Pharmaceuticals Ltd.,16-5426,,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 5,INE552U01010
L & T Technology Services Ltd.,11-232169,2012,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 1,INE010V01017
L G B Forge Ltd.,61-12830,2006,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Forgings,25910,Decile 5,INE201J01017
L G Balakrishnan & Bros. Ltd.,61-257,1956,1.01014E+14,1,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)",Chains & anchors of iron & steel,25991,Decile 2,INE337A01034
L M L Ltd.,20-3612,1972,1.01015E+14,1,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",Scooters,30911,Decile 3,INE862A01015
L N Industries India Ltd.,62-15268,1993,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Textured yarn of synthetic filament yarn,20203,Decile 5,INE366C01013
L P Naval & Engg. Ltd.,04-68922,2012,1.01015E+14,1,Building of ships and boats,"Ships, boats, etc.",301,Decile 7,INE920P01019
L S Inds. Ltd.,06-31724,1993,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 5,INE345D01031
L T Foods Ltd.,55-41790,1990,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 1,INE818H01020
L W S Knitwear Ltd.,16-9315,1989,1.01012E+14,1,Manufacture of knitted and crocheted cotton fabrics,Knitted fabrics,13911,Decile 7,INE281M01013
La Opala R G Ltd.,21-42512,1987,1.01013E+14,1,Manufacture of table or kitchen glassware,Kitchen glass wares,23105,Decile 3,INE059D01020
La Tim Metal & Inds. Ltd.,11-17951,1974,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in finished steel (alloy & non-alloy),46620,Decile 8,INE501N01012
Lactose (India) Ltd.,04-15186,1991,1.01012E+14,1,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,"Pharmaceutical products, nec",21009,Decile 5,INE058I01013
Lagnam Spintex Ltd.,17-32089,2010,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 5,INE548Z01017
Lahoti Overseas Ltd.,11-87643,1995,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 3,INE515C01023
Lakhani India Ltd.,05-12903,1981,1.01013E+14,1,"Manufacture of leather footwear such as shoes, sandals, chappals, leather- cum-rubber/plastic cloth sandles and chappals",Leather footwear,15201,Decile 2,INE935C01015
Lakhotia Polyesters (India) Ltd.,11-155146,2005,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics grey (Mill sector),13121,Decile 7,INE191O01010
Lakshmi Automatic Loom Works Ltd.,61-680,1973,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 7,INE718M01014
Lakshmi Electrical Control Systems Ltd.,61-1124,1981,1.01014E+14,1,Manufacture of industrial process control equipment,Control panels,26517,Decile 4,INE284C01018
Lakshmi Energy & Foods Ltd.,53-10573,1990,1.0104E+14,1,Wholesale of cereals & pulses,Wholesale trade in foodgrains,46201,Decile 1,INE992B01026
Lakshmi Machine Works Ltd.,61-463,1962,1.01014E+14,1,"Manufacture of machinery for preparation of textile fibers, spinning machines, machines for preparing textile yarns, weaving machines (looms), including hand looms, knitting machines",Textile spinning machines,28261,Decile 1,INE269B01029
Lakshmi Mills Co. Ltd.,61-93,1910,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE938C01019
Lakshmi Precision Screws Ltd.,May-77,1968,1.01014E+14,1,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)","Screws, bolts, nuts, rivets, washers, etc.",25991,Decile 2,INE651C01018
Lalit Polymers & Electronics Ltd.,55-316708,1984,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses & fittings of plastics",22209,Decile 10,INE118401012
Lambodhara Textiles Ltd.,61-4929,1994,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Synthetic filament yarn other than sewing threads,20203,Decile 5,INE112F01022
Lancer Container Lines Ltd.,11-214448,2011,1.01041E+14,1,Water transport,Water transport & allied services (Shipping),50,Decile 6,INE359U01010
Lanco Infratech Ltd.,62-15545,1993,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE785C01048
Lancor Holdings Ltd.,18-49092,1985,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 4,INE572G01025
Landmarc Leisure Corpn. Ltd.,11-60535,1991,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 6,INE394C01023
Larsen & Toubro Infotech Ltd.,11-104693,1997,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE214T01019
Larsen & Toubro Ltd.,Nov-68,1946,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE018A01030
Lasa Supergenerics Ltd.,11-274202,2016,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 5,INE670X01014
Laser Diamonds Ltd.,18-29777,1995,1.0104E+14,1,Wholesale of precious stones,Wholesale trade in diamonds,46697,Decile 10,INE995E01015
Latteys Industries Ltd.,04-74281,2013,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 6,INE262Z01015
Laurel Organics Ltd.,05-32120,1993,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 8,INE285U01017
Laurus Labs Ltd.,01-47518,2005,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE947Q01010
Lawreshwar Polymers Ltd.,17-8196,1994,1.01013E+14,1,Manufacture of other footwear n.e.c.,Waterproof footwear,15209,Decile 5,INE976H01018
Laxmi Cotspin Ltd.,11-156866,2005,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 5,INE801V01019
Layla Textile & Traders Ltd.,11-295804,1983,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 7,INE914Q01010
Ledo Tea Co. Ltd.,21-36204,1983,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 7,INE643B01017
Lee & Nee Softwares (Exports) Ltd.,21-45587,1988,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 6,INE791B01014
Leel Electricals Ltd.,20-91016,1987,1.01013E+14,1,"Manufacture of air-conditioning machines, including motor vehicles air- conditioners",Air conditioning machines / systems,28192,Decile 1,INE245C01019
Lemon Tree Hotels Ltd.,55-49022,,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 2,INE970X01018
Lesha Industries Ltd.,04-18607,1992,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in articles of iron & steel,46620,Decile 7,INE050L01030
Lex Nimble Solutions Ltd.,62-45904,2005,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 8,INE860Y01019
Lexus Granito (India) Ltd.,04-53838,2008,1.01013E+14,1,Manufacture of ceramic products n.e.c.,Ceramic tiles,23939,Decile 5,INE500X01013
Libas Designs Ltd.,11-149489,2004,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 6,INE908V01012
Liberty Shoes Ltd.,05-33185,1986,1.01013E+14,1,"Manufacture of leather footwear such as shoes, sandals, chappals, leather- cum-rubber/plastic cloth sandles and chappals",Leather footwear,15201,Decile 2,INE557B01019
Likhami Consulting Ltd.,21-34804,1982,1.01042E+14,1,Management consultancy activities,Other consultancy,70200,Decile 6,INE920T01011
Lime Chemicals Ltd.,11-14842,1970,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Calcium carbonates,20119,Decile 6,INE891G01011
Linaks Microelectronics Ltd.,20-7841,1986,1.01014E+14,1,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; Manufacture of interface cards (e.g. sound, video, controllers, network, modems)",Printed circuit boards,26104,Decile 8,INE028C01027
Linc Pen & Plastics Ltd.,21-65583,1994,1.01013E+14,1,"Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc.",Pens,32901,Decile 3,INE802B01019
Lincoln Pharmaceuticals Ltd.,04-24288,1995,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 3,INE405C01035
Linde India Ltd.,21-8184,1935,1.01012E+14,1,Manufacture of basic chemical elements,Oxygen,20116,Decile 1,INE473A01011
Link House Inds. Ltd.,11-37214,1984,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 6,INE080C01028
Link Pharma Chem Ltd.,Apr-40,1984,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Organic chemicals,20119,Decile 7,INE302F01011
Linkson International Ltd.,11-32643,1984,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in metals & metal products,46620,Decile 2,INE996E01021
Lippi Systems Ltd.,04-20382,1993,1.01014E+14,1,Manufacture of printing and bookbinding machines and machines for activities supporting printing on a variety of materials (other than textiles),Printing machinery,28293,Decile 6,INE845B01018
Lloyds Metals & Energy Ltd.,11-19594,1977,1.01014E+14,1,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products,Sponge iron,24102,Decile 2,INE281B01032
Lloyds Steels Inds. Ltd.,11-81235,1994,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal products,25999,Decile 2,INE093R01011
Lok Housing & Constructions Ltd.,11-37143,1985,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 2,INE367C01011
Lokesh Machines Ltd.,62-4319,1986,1.01014E+14,1,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.",Machine tools,28221,Decile 4,INE397H01017
Looks Health Services Ltd.,11-222636,2011,1.01042E+14,1,Hospital activities,Medical & health services,86100,Decile 7,INE204N01013
Lords Chloro Alkali Ltd.,17-2099,1979,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Sodium hydroxide (Caustic soda),20119,Decile 5,INE846D01012
Lords Ishwar Hotels Ltd.,Apr-64,1985,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 8,INE689J01013
Lorenzini Apparels Ltd.,55-163192,2007,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in apparels (readymade garments),46411,Decile 7,INE740X01015
Lotus Chocolate Co. Ltd.,62-9111,1988,1.01011E+14,1,Manufacture of chocolate and chocolate confectionery,Chocolate & sugar confectionery,10732,Decile 5,INE026D01011
Lotus Eye Hospital & Institute Ltd.,61-7783,1997,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 6,INE947I01017
Lovable Lingerie Ltd.,11-44835,1987,1.01012E+14,1,Manufacture of all types of textile garments and clothing accessories,"Brassieres, girdles, etc.",14101,Decile 4,INE597L01014
Loyal Equipments Ltd.,04-50607,2007,1.01014E+14,1,Manufacture of special-purpose machinery,Industrial machinery,282,Decile 7,INE876S01017
Loyal Textile Mills Ltd.,18-1361,1946,1.01012E+14,1,Manufacture of textiles,Textiles,13,Decile 1,INE970D01010
Ludlow Jute & Specialities Ltd.,21-32394,1979,1.01012E+14,1,"Finishing of jute, mesta and other vegetable textiles fabrics",Jute textiles,13135,Decile 3,INE983C01015
Lumax Auto Technologies Ltd.,11-25519,1981,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE872H01027
Lumax Industries Ltd.,55-12804,1981,1.01015E+14,1,Manufacture of electric lighting equipment,Auto head lights,27400,Decile 1,INE162B01018
Lupin Ltd.,11-29442,1983,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE326A01037
Lux Industries Ltd.,21-73053,1995,1.01012E+14,1,Manufacture of other knitted and crocheted apparel including hosiery,"Other garments, knitted or crocheted",14309,Decile 2,INE150G01020
Lyka Labs Ltd.,Apr-38,1976,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 4,INE933A01014
Lykis Ltd.,21-38064,1984,1.0104E+14,1,"Wholesale of toiletry, perfumery and cosmetics","Wholesale trade in cosmetics, toilet preparations, soap and washing preparations",46491,Decile 4,INE624M01014
Lyons Industrial Enterprises Ltd.,04-19070,1993,1.0104E+14,1,Wholesale of software,Wholesale trade in readymade software products,46512,Decile 8,INE333B01015
Lypsa Gems & Jewellery Ltd.,04-28270,1995,1.01013E+14,1,Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones,Diamonds,32112,Decile 4,INE142K01011
M B L Infrastructures Ltd.,55-338407,1995,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE912H01013
M E P Infrastructure Developers Ltd.,11-136779,2002,1.01041E+14,1,Other land transport services n.e.c,Toll revenue,52219,Decile 1,INE776I01010
M F L India Ltd.,55-12730,1981,1.01041E+14,1,Other land transport services n.e.c,Transport & allied services,52219,Decile 5,INE244C01020
M I C Electronics Ltd.,62-8652,1988,1.01014E+14,1,"Manufacture of display components (plasma, polymer, LCD, LED)",LED displays,26105,Decile 3,INE287C01029
M K Aromatics Ltd.,18-10417,1983,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Aromatic ethers,20119,Decile 8,INE180D01016
M K Exim (India) Ltd.,17-7111,1992,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 6,INE227F01010
M K Proteins Ltd.,05-46239,2012,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Rice bran oil,10402,Decile 5,INE964W01013
M M Forgings Ltd.,18-1473,1946,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Forgings,25910,Decile 2,INE227C01017
M M P Industries Ltd.,11-30813,1983,1.01014E+14,1,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,"Aluminium powders, flakes & paste",24202,Decile 4,INE511Y01018
M M Rubber Co. Ltd.,08-52092,1964,1.01012E+14,1,Manufacture of other rubber products n.e.c.,Foam & rubber mattresses,22199,Decile 7,INE159E01026
M M T C Ltd.,55-4033,1963,1.0104E+14,1,"Retail trade, except of motor vehicles and motorcycles",Retail trade in gold,47,Decile 1,INE123F01029
M O I L Ltd.,11-12398,1962,1.0102E+14,1,Mining of manganese ore,Manganese ores,7293,Decile 1,INE490G01020
M P L Plastics Ltd.,11-66635,1992,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)","Carboys, bottles & flasks",22203,Decile 6,INE343A01016
M P S Infotecnics Ltd.,55-131190,1989,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE861A01058
